transaction_id,transaction_date,transaction_time,store_id,staff_id,customer_id,product_id,quantity_sold,unit_price,promo_item_yn
276,1/25/2020,11:14:31,8,44,8600,87,1,2.1,Y
276,1/25/2020,11:14:31,8,44,8600,72,1,3.25,Y
770,1/25/2020,11:19:02,8,6,8428,87,1,2.1,Y
770,1/25/2020,11:19:02,8,6,8428,72,1,3.25,Y
1713,1/25/2020,13:38:53,8,45,8600,87,2,2.1,Y
1713,1/25/2020,13:38:53,8,45,8600,72,2,3.25,Y
1319,1/25/2020,14:13:43,5,29,5744,87,3,2.1,Y
1319,1/25/2020,14:13:43,5,29,5744,72,3,2.65,Y
2037,1/25/2020,19:53:28,8,45,8230,87,2,2.1,Y
2037,1/25/2020,19:53:28,8,45,8230,72,2,3.25,Y
656,1/26/2020,7:53:09,5,28,6000,87,1,2.1,Y
656,1/26/2020,7:53:09,5,28,6000,72,1,2.65,Y
543,1/26/2020,9:51:32,8,42,8600,87,2,2.1,Y
543,1/26/2020,9:51:32,8,42,8600,72,2,3.25,Y
120,1/26/2020,11:23:15,8,42,8212,87,1,2.1,Y
120,1/26/2020,11:23:15,8,42,8212,72,1,3.25,Y
2008,1/26/2020,15:07:26,8,43,8600,87,2,2.1,Y
2008,1/26/2020,15:07:26,8,43,8600,72,2,3.25,Y
2226,1/26/2020,16:42:25,8,45,8600,87,1,2.1,Y
2226,1/26/2020,16:42:25,8,45,8600,72,1,3.25,Y
133,1/27/2020,9:25:38,5,30,5467,87,1,2.1,Y
133,1/27/2020,9:25:38,5,30,5467,72,1,2.65,Y
311,1/27/2020,9:32:03,8,45,8600,87,1,2.1,Y
311,1/27/2020,9:32:03,8,45,8600,72,1,3.25,Y
315,1/27/2020,10:00:12,8,42,8600,87,1,2.1,Y
315,1/27/2020,10:00:12,8,42,8600,72,1,3.25,Y
130,1/27/2020,10:01:11,8,45,8600,87,1,2.1,Y
130,1/27/2020,10:01:11,8,45,8600,72,1,3.25,Y
235,1/27/2020,10:44:07,8,42,8600,87,1,2.1,Y
235,1/27/2020,10:44:07,8,42,8600,72,1,3.25,Y
462,1/27/2020,15:28:27,5,27,5830,87,1,2.1,Y
462,1/27/2020,15:28:27,5,27,5830,72,1,2.65,Y
706,1/28/2020,8:07:33,5,26,5106,87,2,2.1,Y
706,1/28/2020,8:07:33,5,26,5106,72,2,2.65,Y
322,1/28/2020,11:03:25,8,15,8600,87,1,2.1,Y
191,1/28/2020,12:21:46,5,12,5799,87,2,2.1,Y
191,1/28/2020,12:21:46,5,12,5799,72,2,2.65,Y
52,1/28/2020,15:12:34,5,30,5885,87,2,2.1,Y
52,1/28/2020,15:12:34,5,30,5885,72,2,2.65,Y
493,1/28/2020,16:40:15,8,15,8149,87,1,2.1,Y
754,1/28/2020,16:47:34,8,45,8600,87,1,2.1,Y
1,1/29/2020,8:48:11,8,45,8600,87,2,2.1,Y
585,1/29/2020,10:07:20,5,12,5670,87,2,2.1,Y
585,1/29/2020,10:07:20,5,12,5670,72,2,2.65,Y
580,1/29/2020,14:08:42,5,12,5169,87,2,2.1,Y
580,1/29/2020,14:08:42,5,12,5169,72,2,2.65,Y
327,1/29/2020,14:54:38,8,42,8082,87,1,2.1,Y
729,1/29/2020,15:14:13,8,45,8107,87,1,2.1,Y
490,1/29/2020,15:52:10,8,45,8600,87,2,2.1,Y
255,1/29/2020,17:12:13,8,15,8600,87,2,2.1,Y
234,1/30/2020,8:04:57,8,42,8600,87,1,2.1,Y
234,1/30/2020,8:04:57,8,42,8600,72,1,3.25,Y
161,1/30/2020,8:23:52,5,12,6000,87,1,2.1,Y
161,1/30/2020,8:23:52,5,12,6000,72,1,2.65,Y
819,1/31/2020,8:06:45,8,42,8600,87,1,2.1,Y
819,1/31/2020,8:06:45,8,42,8600,87,1,2.1,Y
819,1/31/2020,8:06:45,8,42,8600,72,1,2.65,Y
319,1/31/2020,9:01:09,8,42,8600,87,1,2.1,Y
319,1/31/2020,9:01:09,8,42,8600,72,1,3.25,Y
120,1/31/2020,11:23:15,8,42,8212,87,1,2.1,Y
120,1/31/2020,11:23:15,8,42,8212,72,1,3.25,Y
660,1/31/2020,19:17:17,8,15,8600,87,1,2.1,Y
1121,2/15/2020,9:34:00,8,6,8349,87,1,2.1,Y
1121,2/15/2020,9:34:00,8,6,8349,72,1,3.25,Y
393,2/15/2020,10:04:25,8,44,8600,72,1,3.25,Y
393,2/15/2020,10:04:25,8,44,8600,87,1,2.1,Y
153,2/15/2020,10:48:40,8,44,8377,87,1,2.1,Y
153,2/15/2020,10:48:40,8,44,8377,72,1,3.25,Y
2237,2/15/2020,18:40:13,8,45,8348,87,1,2.1,Y
2237,2/15/2020,18:40:13,8,45,8348,72,1,3.25,Y
937,2/16/2020,8:47:55,8,44,8303,87,1,2.1,Y
937,2/16/2020,8:47:55,8,44,8303,72,1,3.25,Y
402,2/16/2020,9:04:21,8,42,8123,87,1,2.1,Y
402,2/16/2020,9:04:21,8,42,8123,72,1,3.25,Y
1157,2/16/2020,10:28:24,8,42,8600,87,1,2.1,Y
1157,2/16/2020,10:28:24,8,42,8600,72,1,3.25,Y
1223,2/16/2020,10:43:20,8,42,8600,87,1,2.1,Y
1223,2/16/2020,10:43:20,8,42,8600,72,1,3.25,Y
1769,2/16/2020,14:19:55,8,45,8600,87,1,2.1,Y
1769,2/16/2020,14:19:55,8,45,8600,72,1,3.25,Y
634,2/17/2020,6:30:18,8,6,8600,87,1,2.1,Y
634,2/17/2020,6:30:18,8,6,8600,72,1,3.25,Y
953,2/17/2020,10:54:04,8,42,8600,87,2,2.1,Y
953,2/17/2020,10:54:04,8,42,8600,72,2,3.25,Y
1272,2/18/2020,10:44:38,8,6,8600,87,1,2.1,Y
1272,2/18/2020,10:44:38,8,6,8600,72,1,3.25,Y
234,2/19/2020,8:04:57,8,42,8600,87,1,2.1,Y
234,2/19/2020,8:04:57,8,42,8600,72,1,3.25,Y
903,2/19/2020,9:57:29,8,6,8600,87,1,2.1,Y
903,2/19/2020,9:57:29,8,6,8600,72,1,3.25,Y
76,2/19/2020,10:25:30,8,6,8600,87,1,2.1,Y
76,2/19/2020,10:25:30,8,6,8600,72,1,3.25,Y
488,2/19/2020,11:08:59,8,44,8600,87,1,2.1,Y
488,2/19/2020,11:08:59,8,44,8600,72,1,3.25,Y
1851,2/19/2020,13:54:14,8,43,8474,87,1,2.1,Y
1851,2/19/2020,13:54:14,8,43,8474,72,1,3.25,Y
1658,2/19/2020,14:38:34,8,45,8600,87,1,2.1,Y
1658,2/19/2020,14:38:34,8,45,8600,72,1,3.25,Y
1892,2/19/2020,15:54:12,8,43,8600,87,1,2.1,Y
1892,2/19/2020,15:54:12,8,43,8600,72,1,3.25,Y
222,2/20/2020,7:36:51,5,12,5906,87,1,2.1,Y
222,2/20/2020,7:36:51,5,12,5906,72,1,2.65,Y
115,2/20/2020,9:37:19,5,12,6000,87,1,2.1,Y
115,2/20/2020,9:37:19,5,12,6000,72,1,2.65,Y
314,2/20/2020,10:32:04,5,30,6000,87,1,2.1,Y
314,2/20/2020,10:32:04,5,30,6000,72,1,2.65,Y
256,2/20/2020,10:42:15,5,26,6000,87,2,2.1,Y
256,2/20/2020,10:42:15,5,26,6000,72,2,2.65,Y
143,2/21/2020,9:37:14,8,45,8600,87,1,2.1,Y
143,2/21/2020,9:37:14,8,45,8600,72,1,3.25,Y
838,2/21/2020,11:45:40,8,44,8600,87,1,2.1,Y
838,2/21/2020,11:45:40,8,44,8600,72,1,3.25,Y
573,2/21/2020,13:52:15,5,7,6000,87,1,2.1,Y
573,2/21/2020,13:52:15,5,7,6000,72,1,2.65,Y
581,2/21/2020,14:15:25,5,7,5461,87,1,2.1,Y
581,2/21/2020,14:15:25,5,7,5461,72,1,2.65,Y
701,2/22/2020,7:47:31,8,44,8600,72,1,3.25,Y
701,2/22/2020,7:47:31,8,44,8600,87,1,2.1,Y
671,2/22/2020,8:15:47,5,28,6000,87,1,2.1,Y
671,2/22/2020,8:15:47,5,28,6000,72,1,2.65,Y
630,2/22/2020,10:28:33,5,12,6000,87,2,2.1,Y
630,2/22/2020,10:28:33,5,12,6000,72,2,2.65,Y
166,2/22/2020,11:00:02,8,42,8219,72,1,3.25,Y
166,2/22/2020,11:00:02,8,42,8219,87,1,2.1,Y
1416,2/22/2020,12:10:16,5,29,6000,87,2,2.1,Y
1416,2/22/2020,12:10:16,5,29,6000,72,2,2.65,Y
1666,2/22/2020,12:39:16,8,43,8600,87,1,2.1,Y
1666,2/22/2020,12:39:16,8,43,8600,72,1,3.25,Y
683,2/23/2020,8:52:30,5,12,6000,87,3,2.1,Y
683,2/23/2020,8:52:30,5,12,6000,72,3,2.65,Y
566,2/23/2020,8:55:22,5,12,5045,87,1,2.1,Y
566,2/23/2020,8:55:22,5,12,5045,72,1,2.65,Y
1358,2/23/2020,9:18:18,8,42,8600,87,1,2.1,Y
1358,2/23/2020,9:18:18,8,42,8600,72,1,3.25,Y
351,2/23/2020,9:23:42,8,44,8600,87,2,2.1,Y
351,2/23/2020,9:23:42,8,44,8600,72,2,3.25,Y
1801,2/23/2020,11:29:24,5,29,6000,87,2,2.1,Y
1801,2/23/2020,11:29:24,5,29,6000,72,2,2.65,Y
1553,2/23/2020,11:39:50,8,45,8330,87,1,2.1,Y
1553,2/23/2020,11:39:50,8,45,8330,72,1,3.25,Y
1838,2/23/2020,14:00:07,5,27,6000,87,1,2.1,Y
1838,2/23/2020,14:00:07,5,27,6000,72,1,2.65,Y
2362,2/23/2020,19:40:23,8,45,8600,87,1,2.1,Y
2362,2/23/2020,19:40:23,8,45,8600,72,1,3.25,Y
1174,2/24/2020,7:12:50,5,12,5512,87,3,2.1,Y
1174,2/24/2020,7:12:50,5,12,5512,72,3,2.65,Y
440,2/24/2020,9:20:55,8,42,8600,87,1,2.1,Y
440,2/24/2020,9:20:55,8,42,8600,87,1,2.1,Y
440,2/24/2020,9:20:55,8,42,8600,72,1,2.65,Y
1318,2/24/2020,9:31:54,8,42,8113,87,1,2.1,Y
1318,2/24/2020,9:31:54,8,42,8113,87,1,2.1,Y
1318,2/24/2020,9:31:54,8,42,8113,72,1,2.65,Y
557,2/24/2020,9:39:04,8,44,8600,87,1,2.1,Y
557,2/24/2020,9:39:04,8,44,8600,87,1,2.1,Y
557,2/24/2020,9:39:04,8,44,8600,72,1,2.65,Y
61,2/24/2020,10:44:41,8,6,8600,87,2,2.1,Y
61,2/24/2020,10:44:41,8,6,8600,72,2,3.25,Y
2089,2/24/2020,12:23:04,8,43,8600,87,1,2.1,Y
2089,2/24/2020,12:23:04,8,43,8600,87,1,2.1,Y
2089,2/24/2020,12:23:04,8,43,8600,72,1,2.65,Y
1790,2/24/2020,13:09:16,5,27,6000,87,3,2.1,Y
1790,2/24/2020,13:09:16,5,27,6000,72,3,2.65,Y
1546,2/24/2020,14:00:09,5,29,6000,87,2,2.1,Y
1546,2/24/2020,14:00:09,5,29,6000,72,2,2.65,Y
1406,2/24/2020,14:03:32,5,29,6000,87,1,2.1,Y
1406,2/24/2020,14:03:32,5,29,6000,72,1,2.65,Y
1648,2/24/2020,14:38:45,5,29,5197,87,2,2.1,Y
1648,2/24/2020,14:38:45,5,29,5197,72,2,2.65,Y
342,2/25/2020,7:18:36,5,12,5687,87,1,2.1,Y
342,2/25/2020,7:18:36,5,12,5687,72,1,2.65,Y
30,2/25/2020,7:19:03,5,28,6000,87,1,2.1,Y
30,2/25/2020,7:19:03,5,28,6000,72,1,2.65,Y
389,2/25/2020,9:42:04,5,28,5077,87,1,2.1,Y
389,2/25/2020,9:42:04,5,28,5077,72,1,2.65,Y
386,2/25/2020,11:11:18,8,44,8493,87,1,2.1,Y
386,2/25/2020,11:11:18,8,44,8493,72,1,3.25,Y
276,2/25/2020,11:14:31,8,44,8600,87,1,2.1,Y
276,2/25/2020,11:14:31,8,44,8600,72,1,3.25,Y
770,2/25/2020,11:19:02,8,6,8428,87,1,2.1,Y
770,2/25/2020,11:19:02,8,6,8428,72,1,3.25,Y
1808,2/25/2020,11:57:09,5,29,6000,87,2,2.1,Y
1808,2/25/2020,11:57:09,5,29,6000,72,2,2.65,Y
1811,2/25/2020,15:35:55,8,45,8374,87,1,2.1,Y
1811,2/25/2020,15:35:55,8,45,8374,72,1,3.25,Y
1692,2/25/2020,16:59:43,5,27,5119,87,3,2.1,Y
1692,2/25/2020,16:59:43,5,27,5119,72,1,2.65,Y
2037,2/25/2020,19:53:28,8,45,8230,87,2,2.1,Y
2037,2/25/2020,19:53:28,8,45,8230,72,2,3.25,Y
1325,2/26/2020,9:04:35,8,44,8600,87,1,2.1,Y
1325,2/26/2020,9:04:35,8,44,8600,72,1,3.25,Y
543,2/26/2020,9:51:32,8,42,8600,87,2,2.1,Y
543,2/26/2020,9:51:32,8,42,8600,72,2,3.25,Y
2008,2/26/2020,15:07:26,8,43,8600,87,2,2.1,Y
2008,2/26/2020,15:07:26,8,43,8600,72,2,3.25,Y
2226,2/26/2020,16:42:25,8,45,8600,87,1,2.1,Y
2226,2/26/2020,16:42:25,8,45,8600,72,1,3.25,Y
1,2/27/2020,7:03:03,5,26,6000,87,1,2.1,Y
1,2/27/2020,7:03:03,5,26,6000,72,1,2.65,Y
45,2/27/2020,7:03:33,5,26,6000,87,1,2.1,Y
45,2/27/2020,7:03:33,5,26,6000,72,1,2.65,Y
195,2/27/2020,7:49:15,5,26,6000,87,1,2.1,Y
195,2/27/2020,7:49:15,5,26,6000,72,1,2.65,Y
131,2/27/2020,8:01:29,5,30,6000,87,1,2.1,Y
131,2/27/2020,8:01:29,5,30,6000,72,1,2.65,Y
309,2/27/2020,8:34:25,8,15,8167,87,1,2.1,Y
309,2/27/2020,8:34:25,8,15,8167,72,1,3.25,Y
208,2/27/2020,8:56:42,5,30,6000,71,1,3.75,Y
208,2/27/2020,8:56:42,5,30,6000,71,1,3.75,Y
319,2/27/2020,9:01:09,8,42,8600,87,1,2.1,Y
319,2/27/2020,9:01:09,8,42,8600,72,1,3.25,Y
133,2/27/2020,9:25:38,5,30,5467,87,1,2.1,Y
133,2/27/2020,9:25:38,5,30,5467,72,1,2.65,Y
130,2/27/2020,10:01:11,8,45,8600,87,1,2.1,Y
130,2/27/2020,10:01:11,8,45,8600,72,1,3.25,Y
132,2/27/2020,10:20:08,5,26,6000,87,1,2.1,Y
132,2/27/2020,10:20:08,5,26,6000,72,1,2.65,Y
423,2/27/2020,12:12:41,5,27,5354,87,1,2.1,Y
423,2/27/2020,12:12:41,5,27,5354,72,1,2.65,Y
462,2/27/2020,15:28:27,5,27,5830,87,1,2.1,Y
462,2/27/2020,15:28:27,5,27,5830,72,1,2.65,Y
320,2/27/2020,15:48:20,5,29,5298,87,2,2.1,Y
320,2/27/2020,15:48:20,5,29,5298,72,2,2.65,Y
410,2/27/2020,18:21:27,5,29,6000,87,1,2.1,Y
410,2/27/2020,18:21:27,5,29,6000,72,1,2.65,Y
503,2/27/2020,20:38:50,8,41,8600,87,1,2.1,Y
503,2/27/2020,20:38:50,8,41,8600,72,1,3.25,Y
706,2/28/2020,8:07:33,5,26,5106,87,2,2.1,Y
706,2/28/2020,8:07:33,5,26,5106,72,2,2.65,Y
251,2/28/2020,8:56:33,5,30,5527,87,2,2.1,Y
251,2/28/2020,8:56:33,5,30,5527,72,2,2.65,Y
191,2/28/2020,12:21:46,5,12,5799,87,2,2.1,Y
191,2/28/2020,12:21:46,5,12,5799,72,2,2.65,Y
5,2/28/2020,15:03:48,8,45,8600,87,1,2.1,Y
52,2/28/2020,15:12:34,5,30,5885,87,2,2.1,Y
52,2/28/2020,15:12:34,5,30,5885,72,2,2.65,Y
5,3/15/2020,6:47:12,8,42,8600,87,2,2.1,Y
5,3/15/2020,6:47:12,8,42,8600,72,2,3.25,Y
2203,3/15/2020,13:14:45,8,45,8600,87,1,2.1,Y
2203,3/15/2020,13:14:45,8,45,8600,72,1,3.25,Y
1853,3/15/2020,13:24:57,8,43,8600,87,1,2.1,Y
1853,3/15/2020,13:24:57,8,43,8600,72,1,3.25,Y
1812,3/15/2020,17:14:59,8,43,8600,87,1,2.1,Y
1812,3/15/2020,17:14:59,8,43,8600,72,1,3.25,Y
1050,3/16/2020,7:34:34,8,6,8600,87,1,2.1,Y
1050,3/16/2020,7:34:34,8,6,8600,72,1,3.25,Y
1223,3/16/2020,10:43:20,8,42,8600,87,1,2.1,Y
1223,3/16/2020,10:43:20,8,42,8600,72,1,3.25,Y
1436,3/16/2020,11:06:00,8,44,8600,87,1,2.1,Y
1436,3/16/2020,11:06:00,8,44,8600,72,1,3.25,Y
322,3/16/2020,11:22:10,8,44,8066,87,1,2.1,Y
322,3/16/2020,11:22:10,8,44,8066,72,1,3.25,Y
1769,3/16/2020,14:19:55,8,45,8600,87,1,2.1,Y
1769,3/16/2020,14:19:55,8,45,8600,72,1,3.25,Y
2131,3/16/2020,16:27:47,8,43,8600,87,1,2.1,Y
2131,3/16/2020,16:27:47,8,43,8600,72,1,3.25,Y
634,3/17/2020,6:30:18,8,6,8600,87,1,2.1,Y
634,3/17/2020,6:30:18,8,6,8600,72,1,3.25,Y
953,3/17/2020,10:54:04,8,42,8600,87,2,2.1,Y
953,3/17/2020,10:54:04,8,42,8600,72,2,3.25,Y
1035,3/18/2020,7:13:33,8,6,8373,87,1,2.1,Y
1035,3/18/2020,7:13:33,8,6,8373,72,1,3.25,Y
911,3/18/2020,9:54:08,8,6,8600,87,1,2.1,Y
911,3/18/2020,9:54:08,8,6,8600,72,1,3.25,Y
1272,3/18/2020,10:44:38,8,6,8600,87,1,2.1,Y
1272,3/18/2020,10:44:38,8,6,8600,72,1,3.25,Y
2133,3/18/2020,14:53:26,8,45,8147,87,1,2.1,Y
2133,3/18/2020,14:53:26,8,45,8147,72,1,3.25,Y
1749,3/18/2020,17:26:37,8,45,8600,87,1,2.1,Y
1749,3/18/2020,17:26:37,8,45,8600,72,1,3.25,Y
34,3/19/2020,9:06:15,8,44,8600,87,1,2.1,Y
34,3/19/2020,9:06:15,8,44,8600,72,1,3.25,Y
1490,3/19/2020,11:53:14,8,43,8037,87,1,2.1,Y
1490,3/19/2020,11:53:14,8,43,8037,72,1,3.25,Y
1658,3/19/2020,14:38:34,8,45,8600,87,1,2.1,Y
1658,3/19/2020,14:38:34,8,45,8600,72,1,3.25,Y
1604,3/19/2020,15:31:41,8,43,8429,87,1,2.1,Y
1604,3/19/2020,15:31:41,8,43,8429,72,1,3.25,Y
1892,3/19/2020,15:54:12,8,43,8600,87,1,2.1,Y
1892,3/19/2020,15:54:12,8,43,8600,72,1,3.25,Y
222,3/20/2020,7:36:51,5,12,5906,87,1,2.1,Y
222,3/20/2020,7:36:51,5,12,5906,72,1,2.65,Y
56,3/20/2020,10:55:36,5,26,6000,87,1,2.1,Y
56,3/20/2020,10:55:36,5,26,6000,72,1,2.65,Y
245,3/21/2020,7:40:01,5,30,5033,87,3,2.1,Y
245,3/21/2020,7:40:01,5,30,5033,72,3,2.65,Y
424,3/21/2020,8:14:35,8,15,8600,87,1,2.1,Y
424,3/21/2020,8:14:35,8,15,8600,72,1,3.25,Y
476,3/21/2020,11:36:49,5,27,5213,87,1,2.1,Y
476,3/21/2020,11:36:49,5,27,5213,72,1,2.65,Y
581,3/21/2020,14:15:25,5,7,5461,87,1,2.1,Y
581,3/21/2020,14:15:25,5,7,5461,72,1,2.65,Y
894,3/21/2020,16:59:38,8,44,8600,87,1,2.1,Y
894,3/21/2020,16:59:38,8,44,8600,72,1,3.25,Y
908,3/21/2020,17:47:41,8,43,8600,72,1,3.25,Y
752,3/22/2020,6:34:57,5,12,6000,87,2,2.1,Y
752,3/22/2020,6:34:57,5,12,6000,72,2,2.65,Y
1273,3/22/2020,8:02:50,8,42,8600,72,1,3.25,Y
1273,3/22/2020,8:02:50,8,42,8600,87,1,2.1,Y
29,3/22/2020,8:43:37,5,28,5440,87,1,2.1,Y
29,3/22/2020,8:43:37,5,28,5440,72,1,2.65,Y
1105,3/22/2020,9:14:44,5,26,5917,87,3,2.1,Y
1105,3/22/2020,9:14:44,5,26,5917,72,3,2.65,Y
371,3/22/2020,10:08:29,8,6,8600,72,1,3.25,Y
371,3/22/2020,10:08:29,8,6,8600,87,1,2.1,Y
2095,3/22/2020,11:38:46,8,43,8600,72,1,3.25,Y
2095,3/22/2020,11:38:46,8,43,8600,87,1,2.1,Y
1666,3/22/2020,12:39:16,8,43,8600,87,1,2.1,Y
1666,3/22/2020,12:39:16,8,43,8600,72,1,3.25,Y
2359,3/22/2020,19:57:02,8,45,8078,72,1,3.25,Y
2359,3/22/2020,19:57:02,8,45,8078,87,1,2.1,Y
620,3/23/2020,7:25:04,5,26,6000,87,2,2.1,Y
